clip_uid,feature_key,source,instance,event_family,official_split,action_type,action_group,difficulty,dive_score,execution_quality,judge_count,judge_scores_json,start_frame,end_frame,frame_count,transition_frames_json,frame_labels_json,subactions_json,splash_path,splash_exists,analysis_role,source_role,judge_label_valid,judge_invalid_reason,judge_consensus_median,judge_sample_sd,judge_pairwise_abs,judge_official_aggregate,judge_aggregate_abs_error,disagreement_primary_eligible,disagreement_supplemental_eligible
01::186,b3d87ef742c774ab6ee8,01,186,01,train,5255b,5,3.6,97.2,9.0,7,"[9.0,9.0,9.0,9.0,8.0,9.0,8.5]",282924,283035,112,"[31,62,79]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\186.pkl,True,fit,source_fit,True,valid,9.0,0.3933978962347216,0.38095238095238093,9.0,0.0,True,False
01::187,ddd3ffc6f765680a66e5,01,187,01,train,5255b,5,3.6,81.0,7.499999999999999,7,"[7.5,7.5,7.5,7.5,7.5,6.5,7.0]",284395,284495,101,"[7,33,49]","[2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\187.pkl,True,fit,source_fit,True,valid,7.5,0.3933978962347216,0.38095238095238093,7.5,8.881784197001252e-16,True,False
01::188,abc2bd305b80914e24af,01,188,01,train,307c,3,3.4,64.35,6.3088235294117645,7,"[6.5,6.5,6.5,6.5,7.0,6.5,6.0]",285901,286001,101,"[17,56]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\188.pkl,True,fit,source_fit,True,valid,6.5,0.28867513459481287,0.2857142857142857,6.5,0.1911764705882355,True,False
01::189,11992a793d5925403727,01,189,01,train,307c,3,3.4,84.15,8.250000000000002,7,"[8.5,8.5,8.5,8.5,8.5,8.5,8.5]",287445,287535,91,"[14,54]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\189.pkl,True,fit,source_fit,True,valid,8.5,0.0,0.0,8.5,0.24999999999999822,True,False
01::190,24f0983afb615d9caf39,01,190,01,train,5253b,5,3.2,75.2,7.833333333333332,7,"[8.0,7.5,8.0,7.0,7.5,8.0,8.0]",288907,289028,122,"[35,54,76]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\190.pkl,True,fit,source_fit,True,valid,8.0,0.39339789623472154,0.42857142857142855,7.833333333333333,8.881784197001252e-16,True,False
01::191,40a31d454ecea9a79c88,01,191,01,train,5255b,5,3.6,46.8,4.333333333333333,7,"[4.0,4.5,4.5,4.5,4.0,4.5,4.0]",290352,290470,119,"[23,53,69]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\191.pkl,True,fit,source_fit,True,valid,4.5,0.2672612419124244,0.2857142857142857,4.333333333333333,0.0,True,False
02::1,6d328357d71c4825bead,02,1,02,train,6245d,6,3.6,88.3,8.175925925925926,7,"[8.0,8.0,8.5,8.0,8.5,8.5,8.0]",9866,9964,99,"[28,52,59]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""33"":""2.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\1.pkl,True,fit,source_fit,True,valid,8.0,0.2672612419124244,0.2857142857142857,8.166666666666666,0.009259259259259522,True,False
02::2,2c18992f58ff13b059c8,02,2,02,train,107b,1,3.0,76.5,8.5,7,"[8.5,8.5,8.5,8.0,8.0,8.5,8.5]",10947,11094,148,"[79,119]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\2.pkl,True,fit,source_fit,True,valid,8.5,0.2439750182371333,0.23809523809523808,8.5,0.0,True,False
02::4,55596e39b34f7e5ef2ff,02,4,02,train,5255b,5,3.6,81.0,7.499999999999999,7,"[7.5,7.0,8.0,7.5,7.0,8.0,7.5]",13734,13833,100,"[26,49,62]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\4.pkl,True,fit,source_fit,True,valid,7.5,0.408248290463863,0.47619047619047616,7.5,8.881784197001252e-16,True,False
02::7,b91eecc52fc24ade1c60,02,7,02,train,407c,4,3.2,76.8,7.999999999999998,7,"[8.0,8.0,7.5,8.0,8.0,8.0,8.5]",18630,18714,85,"[5,41]","[4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\7.pkl,True,fit,source_fit,True,valid,8.0,0.28867513459481287,0.2857142857142857,8.0,1.7763568394002505e-15,True,False
02::8,0f7576e316a1e0df3e24,02,8,02,train,107b,1,3.0,72.0,8.0,7,"[8.0,8.0,8.0,8.0,8.0,8.5,8.0]",20046,20195,150,"[71,108]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\8.pkl,True,fit,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,0.0,True,False
02::10,b278ab8b292a0e59c0ab,02,10,02,train,107b,1,3.0,75.0,8.333333333333334,7,"[8.5,8.5,9.0,8.0,8.5,8.0,8.0]",22487,22595,109,"[36,75]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""17"":""3.5 Soms.Pike"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\10.pkl,True,fit,source_fit,True,valid,8.5,0.3779644730092272,0.42857142857142855,8.333333333333334,0.0,True,False
02::11,f01d26b9d673352ac21c,02,11,02,train,407c,4,3.2,76.8,7.999999999999998,7,"[8.0,8.0,8.0,8.0,8.0,8.0,8.0]",24067,24146,80,"[8,44]","[4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\11.pkl,True,fit,source_fit,True,valid,8.0,0.0,0.0,8.0,1.7763568394002505e-15,True,False
02::12,6ebc5b6d71e82fea5fb8,02,12,02,train,407c,4,3.2,78.4,8.166666666666666,7,"[8.0,8.5,9.0,8.0,8.0,8.5,8.0]",25502,25617,116,"[33,71]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\12.pkl,True,fit,source_fit,True,valid,8.0,0.39339789623472154,0.42857142857142855,8.166666666666666,0.0,True,False
02::13,0d15292d955e5377891b,02,13,02,train,109c,1,3.7,88.8,7.999999999999999,7,"[8.0,8.0,8.0,8.0,8.0,8.5,8.0]",26928,27032,105,"[22,64]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""27"":""4.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\13.pkl,True,fit,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,8.881784197001252e-16,True,False
02::15,1136e5ccd60a52d46d8e,02,15,02,train,6245d,6,3.6,91.8,8.5,7,"[8.5,8.5,8.5,8.5,8.5,8.5,8.5]",30339,30446,108,"[32,55,63]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""33"":""2.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\15.pkl,True,fit,source_fit,True,valid,8.5,0.0,0.0,8.5,0.0,True,False
02::16,2006b31fa9cb29c8a56e,02,16,02,train,407c,4,3.2,76.8,7.999999999999998,7,"[8.5,8.0,8.5,8.0,8.0,8.0,8.0]",31672,31760,89,"[5,39]","[4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\16.pkl,True,fit,source_fit,True,valid,8.0,0.2439750182371333,0.23809523809523808,8.0,1.7763568394002505e-15,True,False
02::17,3401c6b4a5444eac8f51,02,17,02,train,407c,4,3.2,81.6,8.499999999999998,7,"[8.5,8.5,8.0,8.5,8.5,8.0,8.5]",32921,33000,80,"[5,42]","[4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\17.pkl,True,fit,source_fit,True,valid,8.5,0.2439750182371333,0.23809523809523808,8.5,1.7763568394002505e-15,True,False
02::20,2273634130eb50eba858,02,20,02,train,207b,2,3.6,88.2,8.166666666666666,7,"[8.0,8.5,8.5,8.0,8.5,8.0,8.0]",38488,38603,116,"[43,85]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""17"":""3.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\20.pkl,True,fit,source_fit,True,valid,8.0,0.2672612419124244,0.2857142857142857,8.166666666666666,0.0,True,False
02::21,cb2795b892180ac1bce7,02,21,02,train,636c,6,3.4,37.4,3.666666666666667,7,"[3.5,4.0,3.0,3.5,3.0,4.0,4.5]",39950,40066,117,"[37,71]","[7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""24"":""3 Soms.Tuck"",""36"":""Entry"",""7"":""Arm.Reverse""}",D:\code\papers\data\datasets\splash_data\02\21.pkl,True,fit,source_fit,True,valid,3.5,0.5563486402641868,0.6666666666666666,3.6666666666666665,4.440892098500626e-16,True,False
02::22,bd53279b606dbfacd0c2,02,22,02,train,407c,4,3.2,86.4,9.0,7,"[9.0,9.0,9.0,9.0,9.0,8.5,9.0]",41342,41439,98,"[24,59]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\22.pkl,True,fit,source_fit,True,valid,9.0,0.1889822365046136,0.14285714285714285,9.0,0.0,True,False
02::23,fad8367d82af17507c10,02,23,02,train,109c,1,3.7,86.95,7.833333333333332,7,"[8.0,8.0,8.0,8.0,7.5,7.5,7.5]",42935,43078,144,"[66,106]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""27"":""4.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\23.pkl,True,fit,source_fit,True,valid,8.0,0.2672612419124244,0.2857142857142857,7.833333333333333,8.881784197001252e-16,True,False
02::24,6f045bc58a76977d2c04,02,24,02,train,107b,1,3.0,63.0,7.0,7,"[7.0,7.0,7.0,7.0,7.0,7.0,7.0]",44006,44166,161,"[70,109]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\24.pkl,True,fit,source_fit,True,valid,7.0,0.0,0.0,7.0,0.0,True,False
02::25,f4347c1ffcb9b0268105,02,25,02,train,207b,2,3.6,86.4,8.0,7,"[8.0,8.0,8.0,7.5,8.0,8.0,8.0]",45486,45576,91,"[10,49]","[2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""17"":""3.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\25.pkl,True,fit,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,0.0,True,False
02::28,fa66a517d6f417d3e4a6,02,28,02,train,207c,2,3.3,85.8,8.666666666666668,7,"[8.5,9.0,9.0,8.5,8.5,8.5,9.0]",49978,50095,118,"[27,68]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\28.pkl,True,fit,source_fit,True,valid,8.5,0.2672612419124244,0.2857142857142857,8.666666666666666,1.7763568394002505e-15,True,False
02::29,c1ae2a06d6fae9b53e60,02,29,02,train,6243d,6,3.2,83.2,8.666666666666666,7,"[9.0,9.0,9.0,8.5,8.5,8.0,8.0]",51801,51910,110,"[47,65,78]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,14,14,14,14,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""31"":""1.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\29.pkl,True,fit,source_fit,True,valid,8.5,0.4498677054212186,0.5238095238095238,8.666666666666666,0.0,True,False
02::30,d29a035872771ad1469c,02,30,02,train,109c,1,3.7,77.7,6.999999999999999,7,"[7.0,7.0,7.5,7.5,6.5,7.0,7.0]",53048,53176,129,"[50,91]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""27"":""4.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\30.pkl,True,fit,source_fit,True,valid,7.0,0.34503277967117707,0.38095238095238093,7.0,8.881784197001252e-16,True,False
02::31,6d1dfd1df1b4e6a897a9,02,31,02,train,207c,2,3.3,87.45,8.833333333333336,7,"[8.5,9.0,9.5,8.5,9.0,8.5,9.0]",54664,54783,120,"[43,83]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\31.pkl,True,fit,source_fit,True,valid,9.0,0.3779644730092272,0.42857142857142855,8.833333333333334,1.7763568394002505e-15,True,False
02::32,748583d00f43a7ff633e,02,32,02,train,5156b,5,3.8,91.2,8.000000000000002,7,"[8.0,8.0,8.0,8.0,8.0,8.5,8.0]",56193,56292,100,"[28,33,57,66]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""1"":""Forward"",""15"":""2.5 Soms.Pike"",""34"":""3 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\32.pkl,True,fit,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,1.7763568394002505e-15,True,False
02::33,8b28687adea73ad7605b,02,33,02,train,407c,4,3.2,86.4,9.0,7,"[9.0,9.0,9.5,9.0,8.5,8.5,9.0]",57592,57704,113,"[33,69]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\33.pkl,True,fit,source_fit,True,valid,9.0,0.34503277967117707,0.38095238095238093,9.0,0.0,True,False
